TestList,factornames,lambda_ds,tstat_ds,lambda_ds25,tstat_ds25,lambda_202,tstat_202,lambda_glmnet,tstat_glmnet,lambda_pca,tstat_pca
136,Cash holdings,-34.1742912499922,-0.419664750427353,34.0297500980522,0.401512661218944,131.379620071641,0.894406701028184,-13.1963009862435,-0.138498063948711,-65.0170914560112,-0.618885669667361
137,HML Devil ,53.6210171466435,1.03748330954953,14.6467566756606,0.285812738903337,55.7123066022719,0.56881476779829,61.5432979857386,1.23235388399179,-26.8519705942002,-0.508141367656298
138,Gross profitability,19.5425207621955,0.476283731554784,28.0329937735775,0.659781701780694,87.8307022794304,1.41796234358317,-11.0345072085834,-0.2614122324251,15.8806947918081,0.351156069528805
139,Organizational Capital,27.5603854589056,0.915426216209777,23.3530250082965,0.749884456947182,6.3076310384083,0.160365836875357,11.9228137907295,0.383147521176396,20.8975130933892,0.571487469691596
140,Betting Against Beta ,34.5820149639215,1.4452540930815,42.5531953420554,1.94357129183661,31.395362104963,1.02817507422836,27.7309852665459,1.12010152974868,58.576225960956,2.56338914876536
141,Quality Minus Junk ,72.9187315761327,2.02878459811973,57.9453418005649,1.66528121028396,122.61670854805,2.4457800614134,74.4998192973906,2.13069264891526,71.2533543692092,1.88586604053667
142,Employee growth rate,43.0780660364943,1.36143967566504,11.9692138103534,0.335804850811681,54.3930494188696,1.34286470393231,50.6501589455572,1.49086699767526,-3.58723760937242,-0.0850400390620604
143,Growth in advertising expense,-12.3645106434078,-1.17686950947068,5.5733602014341,0.569131613798526,17.3707922142926,1.30219523986562,9.44892626479878,0.742256367925127,-5.82737335151888,-0.568570075412896
144,Book Asset Liquidity,39.5635639334778,1.06570118251692,-23.8317077111158,-0.606640947349145,36.8227031880041,0.771563105016074,25.6017654173443,0.678858761885584,24.0073686141782,0.633206644826904
145,Robust Minus Weak ,160.324974460636,4.45413728193025,104.265164554762,3.12503397314552,112.315452596,1.98483942695337,124.761587551134,3.42709266445904,87.8017505727636,2.10998198925197
146,Conservative Minus Aggressive,37.7458444846322,1.10005644816637,19.3487168242437,0.594861309892954,32.7889279620281,0.52253304139147,31.7781769130459,0.847081194236214,17.6407462617467,0.443116173890583
147,HXZ Investment,50.9438141350554,2.10643974496694,44.2190903486929,1.87308425988989,-44.5496609124726,-1.42271384594739,69.3721594980434,2.77102278900115,36.300419495773,1.31285752622497
148,HXZ Profitability ,76.5945916435025,3.37189703009786,71.913127306249,2.61963791295479,116.463504686681,2.21747661112186,102.725809544583,3.84674757247741,41.2299500870226,1.45543101933968
149,Intermediary Risk Factor,111.825959088391,2.2080567459573,37.5187632327333,0.726357490068761,-16.3391554555998,-0.327740713844697,-15.6388825169176,-0.332472122162151,102.798959861027,1.91891147156849
150,Convertible debt indicator,-15.2427946397986,-1.35855201026793,-6.23918933930133,-0.558692182346881,67.9828910007031,5.12640539076952,-12.4488453746569,-1.07766557642146,-9.47772152828729,-0.88099478740002
